ItemName,Time,Comment,Score,Assess
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-28,第四次购买了，送货快，质量很好。,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-28,感觉挺好的，还会继续买,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-28,还行，就是溶解度不是那么好,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-28,东西是挺好的可以买的呦,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-28,还没有吃，吃过后再评价,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-28,之前一直吃的贝因美爱+，买了这个便宜一点的，双胞胎女儿吃进去就吐出来，不肯吃了，两个都吐，不知道是不是有什么问题，现在都不敢给她们吃这个了，还是换回爱+，可惜了，浪费了**买这个奶粉,1,差评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-28,小气的，勺子也不送。而且还会断货。包装不错,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-28,俩宝喝的都是贝因美，支持国货，支持贝因美，没有不合适的反应，宝宝特别喜欢喝,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-28,还可以吧，朋友小孩吃了说不错,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-28,东西不错，多次购买。牌子也还可以。。。。。,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-28,物流很满意，包装很好，小孩还没喝过，,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-28,一直给家里孩子使用贝因美奶粉，京东服务好质量好,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-27,还没喝，相信京东，配送员幸苦了，天气太冷。,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-27,是正品比超市便宜，一直买这个牌子，下次还来,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-27,我这次在贵店买的奶粉，由于上一罐昨天才吃完，今天才打算开这一罐，可是打开胶盖却发现这一罐为啥没有铁盖，是不是发的假货？能不能解释一下？,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-27,贝因美奶粉非常好，宝宝爱喝，不拉肚子不便秘，以后会长期买的，推荐其他宝妈购买。,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-27,还不错，经常都是在京东购买,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-27,非常好，非常好，非常好&hellip;&hellip;&hellip;&hellip;,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-27,非常好，非常好，非常好&hellip;&hellip;,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-27,东西不错的，值得购买的,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-27,买的次数没数过，一直买这款奶粉,5,好评
贝因美(Beingmate) 冠军宝贝 婴儿配方奶粉 1段(0-6个月婴儿适用) 1000克,2018-01-27,宝宝出生一直在吃，挺好的,5,好评
