ItemName,Time,Comment,Score,Assess
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-28,一直很信奈京东，品质从来都很好的！??????,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-28,我两个小孩都是吃这个牌子的奶粉，挺好的。商家很好，物流也快,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-28,真品，孩子一直喝这款,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-27,宝宝喜欢喝贝因美，一直在这里买,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-27,非常好，还会在来的，谢谢送的小车,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-26,商品不错，孩子吃了不错,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-26,物流很快，礼品不错，卖家态度好！,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-26,给朋友买的，赠品有点慢,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-25,奶粉是正品 还有礼品送 之前怎么没发觉这家  以前别家买的都没有礼品送  感觉好亏,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-24,孩子一直吃这个奶粉，挺好的。,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-23,收到还可以，就是不知道是不是正品,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-22,答应买奶粉赠送玩具，买了6桶，告诉我说收到奶粉后3-5个工作日发出，到现在半个月了玩具一直没收到，现在我都怀疑你们卖的奶粉是不是真的了，我7号买的，告诉我玩具3-5天后发出，今天都22号了，还没收到，问客服让我稍等，没音了，严重不诚信，希望大家还是考虑京东自营吧，没诚心的商家,1,差评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-22,奶粉是正品，宝宝很喜欢吃！赞,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-21,质量不错，一直购买这个牌子的奶粉,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-21,快递给力，三天就收到了，礼物也到了。儿子刚吃，,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-20,奶粉收到了宝宝很愿意喝，店家送的礼物宝宝也很喜欢,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-20,还没开始喝，不知道孩子是否喜欢。不过，包装的严实又安全，一点都没磕碰到。而且还送了小礼物。很贴心。不错。如果孩子喝着好，还会继续买的。,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-20,东西是正品，送的赠品也很棒，值得购买,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-20,包装比上次的还要好，宝宝一直吃这个牌子的，吃完了还会再来。,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-18,奶粉已收到，看起来和以前买的一样，还未开始吃，礼品也已收到几个，感谢客服！,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-18,刚刚换这个 以后在评论,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-17,东西还可以，价格也可以，味道比较轻,5,好评
贝因美（Beingmate） 3段菁爱+金爱+婴幼儿配方奶粉3段1000克 1罐,2018-01-16,挺好的，宝宝爱喝，一直都喝这个牌子的，还送的赠品，很好。,5,好评
