ItemName,Time,Comment,Score,Assess
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,搞活动，价格实惠，囤点货给宝宝喝。,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,大爱，一直喝这个牌子,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,本人长期京东购物，忠实客户，性价比高，送货速度快，出门必备良品,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,很不错，宝宝很喜欢喝，下次继续,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,奶粉很好，我家一直买这个，支持！,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,我这两天我休息哟哟哟我不认识喔,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,非常好，快递大哥很给力。,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,非常好，快递大哥很给力。,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,非常好，快递大哥很给力。,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,给亲戚家小孩买的，性价比很高的一款奶粉,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,一如继往的好，已经买了很多次，一有活动就买,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,一次满意的购物，是正品，包装很严谨，没有爆管,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,收到货了，宝宝一直吃贝因美的奶粉，还有米粉都很不错哟，这次又买了四套，吃完了还会再来买的，祝老板生意兴隆啊,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,多次购买了，京东自营不错，就是每次购买评价有点难写，总结一下，好评就用这个了，希望京东自营越做越强大,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,看直播快速赚现金就靠搜狗输入法新功能答题助手，只能帮你到这了,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,非常非常好，宝宝一直吃贝因美值得信赖,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,好评！宝宝一直都是喝这个奶粉，物流给力好评！,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,奶粉我一直给我孩子最高的最高档的，这款挺不错而且送勺子，就买了，挺好的，适合中国宝宝体质,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,号啊号啊，京东快递就是快啊个，我很喜欢啊，大家快来嘛比啊，号的跟啊，感谢京东克徕帝，感谢阿鲁特，感谢感谢,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,质量好，送货快，价格实惠。,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,奶粉和实体店一模一样 一直在京东购物 感觉不错 谢谢卖家,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,京东的服务态度真好，发货很快。商品质量也相当不错。太喜欢了，谢谢！我终于买到想要的东西了。谢谢卖家。,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,支持京东 买过很多次了 希望宝宝健康快乐的长大,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,挺好，宝宝一直吃这个。京东快递给力，隔日达,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,女儿挺喜欢喝的，一直在京东上补的货，物流也快,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,真心的不错，相当的满意，送货速度很快，非常好。,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,一直没时间评价，奶粉快吃完了，今天又来买奶粉才想起来评价的，奶粉我不会买其他家的，只认准京东的,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,京东多快好省，京东就是好,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,物流挺快的，晚上下单，第二天下午就到了，满意,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,刚收到宝贝，还没有开始喝，应该是正品，物流很快服务态度很好,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,包装简陋，无任何填充物，罐体严重变形，不好,1,差评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,帮朋友的宝宝买的 据说很不错，买的放心&hellip;&hellip;,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,挺好的哟，买多点屯着划算,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,要是再便宜点就更好了，比如说99,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,小孩喝了没有什么不良反应挺好的,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,大品牌值得信赖，宝贝一直喝这个牌子的奶粉，口感好，不上火，最主要是宝贝爱喝，是正品比实体店便宜很多，物流也给力，继续支持京东,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,给老爸买的，不知道咋样呢，只要营养丰富就行。,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,"给别人买的，比店里便宜不少
应该不错吧？",5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,挺快的，第二天就到了。第一次使用京东买奶粉，自营的还是不错的。,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,谢谢京东，物流很好，质量正品,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,"质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物",5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,王思聪在一起玩的很高兴能在自己开心起来也没有,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,物流很快，性价比很高，好评,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,挺划算，优惠券购买的，物流很快！,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,挺好的，我家宝宝一直在喝,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,年货节囤货，有活动比较实惠，京东快递很快！,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,经常来买，今次购买还优惠20元，希望长期这样优惠，下次还继续购买。,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,挺好的  宝宝一直吃牌子,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,白天就送到了，真速度，值得信赖啊,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,白天就送到了，真速度，值得信赖啊,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,京东服务真的好   可能大雾原因  但是一点问题也没有,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-25,每次都是在这里买的 物流超给力 送货员服务态度也很好哦,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-24,孩子一直喝这个品牌的，很好,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-24,奶粉收到了不错呢哈哈哈，很好的满意。,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-24,很便宜，非常满意，值得购买,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-24,价格很给力，京东奶粉质量有保障，谢谢！,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-24,不错的挺好的下次还会继续买支持京东,5,好评
贝因美(Beingmate) 冠军宝贝 幼儿配方奶粉 3段(1-3岁幼儿适用) 1000克,2018-01-24,京东物流就是快，下单没两天就到货了。,5,好评
