ItemName,Time,Comment,Score,Assess
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-25,快过年了，领了券赶紧给孩子囤货了&hellip;&hellip;过年满满的奶粉啦，贝因美值得信赖,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-24,宝贝喜欢吃，第二次买了,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-24,贝因美奶粉，宝宝爱吃，不上火，好评,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-24,奶粉早就到了，这个贝因美奶粉真的不错，宝宝就喜欢喝这个奶粉。好评全分！,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-24,不知道为什么奶粉勺子和奶粉不是在同一个地方发过来的，奶粉是南通发过来的，勺子是西安发过来的。还去实体店里买奶粉放心些，网上总是不放心，今天第一天喝,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-24,挺好的 女儿很爱吃！,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-24,包装很好，奶香味很好闻，分量足，以后继续购买,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-23,为什么买罐奶粉，勺子在另一个地方发呢，真是资源浪费，最近看了新闻希望贝因美能挺过去，不希望国产品牌都倒下去,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-23,宝贝在老家，怕过年回家奶粉接不上，买两个回去应急，过年再带绿爱回去,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-23,有没有搞错，下单之后怎么显示是从成都发的单号。结果奶粉到了之后，过来两三天勺子才收到。而且勺子的单号就是下单的单号，我到底买的是勺子送奶粉还是买奶粉送勺子啊！怎么感觉是买勺子送奶粉啊！,1,差评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-23,很不错，大宝一直在吃，就是大便有点儿干,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-23,第一次在网上买奶粉，质量很好，宝宝喝了也放心，值得再次购买,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-22,还行吧，一直喝这款，暂时没有发现什么问题,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-22,孩子免疫力差，所以给她喝好点的,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-22,物流快，东西好。包装好，货真价实，买了好多次了！如假包换的,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-22,质量应该不错，已经是多次次购买，价钱还很便宜。,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-21,贝因美爱加+买了很多 次了，小孩还比较喜欢这个奶粉都口味，查询了积分码，可以积50分,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-21,老客户了，比实体店实惠，而且第一天买隔天就到了！快递员服务很好，直接送家里来了！赞一个！,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-21,一直在用贝因表，还未打开，应该是正品。,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-20,第一次买来先吃吃，应该还好,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-20,喝贝因美一年多了，看中的是免疫因子成分，宝宝也喜欢喝，味道也不是很甜，日期是十月底，还不错，当天晚上下单，第二天就到了，看中的就是京东的快递，给力！只是勺子和奶粉怎么不一起快递呢,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-20,货已收到，发货够速度，包装很细心 ，奶粉孩子喜欢喝。很高兴的一次购物,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-20,收货很久了才来评价，买的很放心，一直都是在这儿买的。,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-20,刚收到了，已经买n次了，不错的，值得信赖,5,好评
贝因美（Beingmate）金装爱+幼儿配方奶粉3段1000克,2018-01-20,小孩一直喝这个品牌，还好。,5,好评
